order_id,customer_id,order_status,order_date,product_id,seller_id,price,freight_value,payment_type,payment_value,review_score,order_item_total
00378c6c981f234634c0b9d6128df6dd,f3476df115c5d26bdb6bfb71b5fb66af,delivered,2/2/2018,38fa750a3a3b3204f169c86a3284d387,218d46b86c1881d022bce9c68a7d4b15,41,11.85,credit_card,52.85,NULL,52.85
003822434f91204da0a51fe4cf2aba18,327679cc34d41d4c48ee5e55246aa6d6,delivered,6/13/2018,99e71b776debf2f01a69dce207e3e4f8,c54679b132454625907c773d273d4126,69,18.58,boleto,175.16,NULL,87.58
003822434f91204da0a51fe4cf2aba18,327679cc34d41d4c48ee5e55246aa6d6,delivered,6/13/2018,99e71b776debf2f01a69dce207e3e4f8,c54679b132454625907c773d273d4126,69,18.58,boleto,175.16,NULL,87.58
0039500db36d50d7d0bfaf23723550f3,90bd9911aed064dfc625750fbd83ebca,delivered,7/6/2018,62984ea1bba7fcea1f5b57084d3bf885,c3cfdc648177fdbbbb35635a37472c53,169.9,33.33,credit_card,203.23,NULL,203.23
003a7f59d7e08a9c61d9e2881fe6459c,f7838e5eeb3271df42376952e651e403,delivered,8/19/2018,a4d286543a67e29c930c99cbd7a55a8f,b410bdd36d5db7a65dcd42b7ead933b8,119,15.28,credit_card,134.28,NULL,134.28
003a94f778ef8cfd50247c8c1b582257,da108bc410acffb1400cf9caea65a332,delivered,8/3/2018,452f66a0f164cac57802e2cea93188ac,f80edd2c5aaa505cc4b0a3b219abf4b8,39.9,18.08,credit_card,57.98,NULL,57.98
003cc6161d7a2593f2525cce0c330d32,7d9802889236ab8fc541bfb438978cd7,delivered,8/3/2018,fadc89c2a60ff96b18827644074dfd70,53e4c6e0f4312d4d2107a8c9cddf45cd,85,12.9,credit_card,97.9,NULL,97.9
003d0634280ff3d1d3a54459349a6899,cca819156e50623e9d3762ebeee308dc,delivered,3/17/2018,db886bd83f6a076a2caeb7fd02722c35,8e6d7754bc7e0f22c96d255ebda59eba,220,8.89,credit_card,228.89,NULL,228.89
003d804eef0e1b856881cd18e0cc0d4c,1c1bfb2cd4aa789067295941c42120ff,delivered,11/17/2017,41402af2a88247152583bb812ba235dd,4869f7a5dfa277a7dca6462dcf3b52b2,277,35.74,credit_card,312.74,NULL,312.74
003d9fc84ad902adf2265248b5ffe1a4,8c66482ec333eae596c93a9131981a9a,delivered,8/19/2018,3fbc0ef745950c7932d5f2a446189725,06a2c3af7b3aee5d69171b0e14f0ee87,66.99,27.75,credit_card,94.74,NULL,94.74
003edccf16bc5ec447f592913b3df2b4,ab3642244247c0c638253fe68ee4c345,delivered,7/7/2018,500870614ddcf5bd84f7d26861026c8a,ef506c96320abeedfb894c34db06f478,14,50.85,credit_card,64.85,NULL,64.85
003f201cdd39cdd59b6447cff2195456,e41d728aab3d0dff5fb070f93eb61345,delivered,2/21/2018,656e0eca68dcecf6a31b8ececfabe3e8,0b90b6df587eb83608a64ea8b390cf07,85,17.03,credit_card,204.06,NULL,102.03
003f201cdd39cdd59b6447cff2195456,e41d728aab3d0dff5fb070f93eb61345,delivered,2/21/2018,656e0eca68dcecf6a31b8ececfabe3e8,0b90b6df587eb83608a64ea8b390cf07,85,17.03,credit_card,204.06,NULL,102.03
003f9bcc09427647c4b9d361a523545b,a1a6d4f18deef15fee3ad4b6f36a7ce0,delivered,2/6/2018,4bc3ab2ff016887e619e587a993af3bf,7e93a43ef30c4f03f38b393420bc753a,229,9.8,credit_card,238.8,NULL,238.8
00404fa7a687c8c44ca69d42695aae73,0c34c39c897304ff49eeade3059c4c60,delivered,5/7/2018,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,99.9,0,boleto,99.9,NULL,99.9
0040a56893444cb56cba7cfe2225e34e,74454d0e51e0eeaaaa9b7b135469c420,delivered,1/22/2018,3f14d740544f37ece8a9e7bc8349797e,f457c46070d02cadd8a68551231220dd,84.9,34.39,credit_card,119.29,NULL,119.29
004157daafa0bc8672e01f00e4f0c04f,42090a79268b92ced0c591a8e63d57c2,delivered,5/21/2017,8b5632d7a4f86bd2f1331355305427e6,624f4ece8da4aafb77699233d480f8ef,189,33.91,credit_card,222.91,NULL,222.91
00418a49a685c6bb60633291c3fab17a,7d9edced80af5c9503cbf88a9e5f2a3e,delivered,10/3/2017,5e21d5cab5d33e770d8150a4ee6117db,6560211a19b47992c3666cc44a7e94c0,49,7.78,credit_card,56.78,NULL,56.78
004345d16a1ab2c21962992c721c8643,3b723b649feb48f3cfbb9c728efb3d7d,delivered,7/4/2018,d0fb1e667e989933a80444f93da833c0,0be8ff43f22e456b4e0371b2245e4d01,37.9,15.37,voucher,53.27,NULL,53.27
0044c6f6d22dd280534344177c81b989,24436139c80a4ae51c0e3a98469ed7d4,delivered,5/18/2018,01cf56cd6138b926a4802d16fc304149,06e5eefc71ec47ae763c5c6f8db7064f,179.93,16.14,credit_card,196.07,NULL,196.07
0045e3085f083f0f38d24bb3f22e6593,eb729faa993caad20442243265804a7c,delivered,8/10/2017,9545d45c37449ccbc376de3a04c66e71,431af27f296bc6519d890aa5a05fdb11,116.9,13.84,credit_card,130.74,NULL,130.74
0045f5225a96ef46630701167528fdcb,e3b91047e6ca3f5e8b656750fa3d61b2,delivered,6/10/2018,86a11a09edde2267675505fc4d56d9b0,3db66a856d18a9cba7c9241fc5221c50,94.9,15.51,boleto,110.41,NULL,110.41
0046176ff0dbc2a178b7885355dfbb71,6cae94f1f58ab679c23ceb753967c9bf,delivered,5/29/2018,19f0917ba5781b978298ffcd9ae225c1,43f8c9950d11ecd03a0304a49e010da6,121.99,15.73,credit_card,137.72,NULL,137.72
0046e1d57f4c07c8c92ab26be8c3dfc0,ae55e228ded796581eccc67045516023,delivered,9/26/2017,ff6caf9340512b8bf6d2a2a6df032cfa,38e6dada03429a47197d5d584d793b41,7.79,7.78,credit_card,15.57,NULL,15.57
00471463a6106056c1a2a809f70de640,fcad74a7e0dff27c33e36cbd78280bf9,delivered,9/21/2017,9df0e8a7eef2a38b74e6d5c0e224b11f,7c67e1448b00f6e969d365cea6b010ab,179.99,85.97,credit_card,265.96,NULL,265.96
00482f2670787292280e0a8153d82467,baa4ed05f22ffb6c4a41b71b699a492c,delivered,2/13/2017,a9c404971d1a5b1cbc2e4070e02731fd,702835e4b785b67a084280efca355756,7.6,10.96,boleto,18.56,NULL,18.56
0049edf42837aa808e03552a62bd2158,0f3a6d2c22bbdb61d02eb98f4a1e0dfb,delivered,12/30/2017,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,49.9,17.6,credit_card,67.5,NULL,67.5
004b62108b876867938746ad3154167f,7ddb7e4242fcc518842aade22f5bee4d,delivered,7/4/2018,c589625c8ccc7bfd2e8f1fb041e24c4a,c70c1b0d8ca86052f45a432a38b73958,110.32,8.03,boleto,118.35,NULL,118.35
004ba47bb589cdbc485e6025bd6d3c81,ab30bf72cae845f3814c7baa50ca549a,delivered,12/25/2017,8c5876b1c7768217964f353bc7e64393,0db783cfcd3b73998abc6e10e59a102f,49,11.85,credit_card,60.85,NULL,60.85
004ca5ae248069d68e8594df8abf6ce0,576908744ae56c9cf061c40a434e2a24,delivered,6/6/2018,cd71c76f5ab15f51f24fb214fc42d8ab,620c87c171fb2a6dd6e8bb4dec959fc6,159.9,61.18,credit_card,221.08,NULL,221.08
004d76fef3dd46eb4f70da049c8d1f93,e600c255f682a86dfd0c57d3b1d7417b,delivered,12/20/2017,28a652ff04e43c1bc57937a9f8770f9b,3d871de0142ce09b7081e2b9d1733cb1,120,27.39,boleto,147.39,NULL,147.39
004eab0fd8f28adaf8d488976f77febe,c476ddfbabfa4624603e0b7f8e245057,delivered,8/2/2017,0c753fe6a58dfa7a27bda5de76e779c3,7586919161935337bf6b6d7ff5779648,21.5,11.98,credit_card,33.48,NULL,33.48
004f5d8f238e8908e6864b874eda3391,a69c820c317aa348d781a9d6732afc23,delivered,2/27/2018,5a848e4ab52fd5445cdc07aab1c40e48,c826c40d7b19f62a09e2d7c5e7295ee2,122.99,15.61,boleto,138.6,NULL,138.6
004fb11815bc03b01b20a614eef69d14,9e2690a7ad4a0fd8bbf0a5b355d5e6ea,delivered,11/25/2017,68c923fddf7f83316b53252eaf830724,7a67c85e85bb2ce8582c35f2203ad736,72.99,19.75,credit_card,92.74,NULL,92.74
004fb5e6f90a178dc74ad2b016649249,176a76443d14508cc976f1d84a44921d,delivered,6/11/2017,601a360bd2a916ecef0e88de72a6531a,7a67c85e85bb2ce8582c35f2203ad736,129.99,13.93,credit_card,143.92,NULL,143.92
005059edee63c8c708ba61910793b31b,d3b3960bebb0ff8c6edb75c8edd39212,delivered,2/5/2018,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,92,17.89,credit_card,219.78,NULL,109.89
005059edee63c8c708ba61910793b31b,d3b3960bebb0ff8c6edb75c8edd39212,delivered,2/5/2018,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,92,17.89,credit_card,219.78,NULL,109.89
00526a9d4ebde463baee25f386963ddc,5848ef3f994e18c5121d291e0daedc81,delivered,8/7/2018,0c4a0f8ab44f9acd2d04e7024f9ba362,7210cd29727d674c00741e5e387b3ccd,33.89,8.4,credit_card,169.16,NULL,42.29
00526a9d4ebde463baee25f386963ddc,5848ef3f994e18c5121d291e0daedc81,delivered,8/7/2018,0c4a0f8ab44f9acd2d04e7024f9ba362,7210cd29727d674c00741e5e387b3ccd,33.89,8.4,credit_card,169.16,NULL,42.29
00526a9d4ebde463baee25f386963ddc,5848ef3f994e18c5121d291e0daedc81,delivered,8/7/2018,0c4a0f8ab44f9acd2d04e7024f9ba362,7210cd29727d674c00741e5e387b3ccd,33.89,8.4,credit_card,169.16,NULL,42.29
00526a9d4ebde463baee25f386963ddc,5848ef3f994e18c5121d291e0daedc81,delivered,8/7/2018,0c4a0f8ab44f9acd2d04e7024f9ba362,7210cd29727d674c00741e5e387b3ccd,33.89,8.4,credit_card,169.16,NULL,42.29
0055b77cca3186676c147f532dd2547b,3747cfcc18da3cff44fd440770d92d97,delivered,2/19/2018,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,149,40.37,credit_card,189.37,NULL,189.37
0057199db02d1a5ef41bacbf41f8f63b,c664dc5de5b5f4184bc4ca0285b9f8fe,delivered,1/18/2018,41eee23c25f7a574dfaf8d5c151dbb12,e5a3438891c0bfdb9394643f95273d8e,20.3,16.79,boleto,37.09,NULL,37.09
00571ded73b3c061925584feab0db425,3c628393675b42c6b5ef89461f68ecef,delivered,5/18/2017,8695c431b31927efef5343e675f279e7,fe2032dab1a61af8794248c8196565c9,179.9,15.01,credit_card,389.82,NULL,194.91
00571ded73b3c061925584feab0db425,3c628393675b42c6b5ef89461f68ecef,delivered,5/18/2017,8695c431b31927efef5343e675f279e7,fe2032dab1a61af8794248c8196565c9,179.9,15.01,credit_card,389.82,NULL,194.91
00584d79015452d19fd3d044ba3abdc0,85d84596608ea7f87175ca9521ee12aa,delivered,7/23/2017,d9c01b484ada6a360c2715a08fdf1568,7202e2ba20579a9bd1acb29e61fe71f6,109.9,12.27,credit_card,122.17,NULL,122.17
00588f5f20fee630b83d4709e0a42715,b129d989bd1940915efbdc2d239386d3,delivered,8/18/2017,bd6e8cf9fe4122c385da2bcb9f979d5d,4e922959ae960d389249c378d1c939f5,89,25.9,credit_card,114.9,NULL,114.9
